event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
2734,"Fiji","FJI","Fiji","Varroa spp. (Inf. of honey bees with) (Varroosis) ",null,"Apidae","Parasite","Bees",0,"Apiary",0,0,-18.0982456,178.4485369,0,"2018-10-30T00:00:00.000+00:00","2018-10-30T00:00:00.000+00:00","2019-06-30T00:00:00.000+00:00","2018-10-30T00:00:00.000+00:00","2019-06-30T00:00:00.000+00:00",null,"2019-01-29T00:00:00.000+00:00",387,135,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,18,6,"Diagnostic test|Clinical","Stable","First occurrence in the country"
2735,"China (People's Rep. of)","CHN","Hubei","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,29.889,115.205,0,"2018-10-30T00:00:00.000+00:00","2018-11-07T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2018-11-22T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00",null,"2019-01-18T00:00:00.000+00:00",1800,62,28,1772,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Clinical|Diagnostic test","Resolved","First occurrence in a zone or a compartment"
2736,"China (People's Rep. of)","CHN","Jiangxi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,29.454,115.87,0,"2018-11-07T00:00:00.000+00:00","2018-11-08T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2018-11-29T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00",null,"2019-01-18T00:00:00.000+00:00",463,75,63,400,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2737,"China (People's Rep. of)","CHN","Fujian","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,26.592,117.931,0,"2018-11-06T00:00:00.000+00:00","2018-11-08T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2018-12-22T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00",null,"2019-02-25T00:00:00.000+00:00",22247,147,123,22124,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2738,"Liechtenstein","LIE","Liechtenstein","Tularemia ",null,"Multiple species","Bacterium","Brown hare (European Hare)",1,"Other",0,0,47.25114,9.55641,0,"2018-11-05T00:00:00.000+00:00","2018-11-09T00:00:00.000+00:00","2018-11-09T00:00:00.000+00:00","2018-11-05T00:00:00.000+00:00","2018-11-09T00:00:00.000+00:00",null,"2018-11-09T00:00:00.000+00:00",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Diagnostic test","Resolved","First occurrence in the country"
2739,"Iran","IRN","Tehran","Highly pathogenic avian influenza (poultry) ","H5N8","Aves","Virus","Birds",0,"Backyard",1,0,35.70049,52.0575,0,"2018-09-30T00:00:00.000+00:00","2018-10-04T00:00:00.000+00:00","2018-10-04T00:00:00.000+00:00","2018-09-30T00:00:00.000+00:00","2018-10-04T00:00:00.000+00:00","2017-01-30T00:00:00.000+00:00","2019-03-16T00:00:00.000+00:00",138,10,5,133,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,16,2,"Diagnostic test|Necropsy|Clinical","Resolved","Recurrence"
2740,"Tunisia","TUN","Monastir","Bluetongue ","2","Multiple species","Virus","Sheep",0,"Farm",0,0,35.577191,10.74083,0,"2018-10-04T00:00:00.000+00:00","2018-11-09T00:00:00.000+00:00","2018-12-05T00:00:00.000+00:00","2018-10-17T00:00:00.000+00:00","2018-12-31T00:00:00.000+00:00","2018-12-31T00:00:00.000+00:00","2018-12-05T00:00:00.000+00:00",347,56,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,10,2,"Diagnostic test|Clinical","Stable","Recurrence"
2741,"Namibia","NAM","Kavango East","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Natural park",0,0,-18.23,21.78,0,"2018-10-25T00:00:00.000+00:00","2018-11-01T00:00:00.000+00:00","2019-02-12T00:00:00.000+00:00","2018-10-25T00:00:00.000+00:00","2019-02-12T00:00:00.000+00:00","2018-02-13T00:00:00.000+00:00","2019-02-12T00:00:00.000+00:00",100,2,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,12,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2742,"Portugal","PRT","Dsvr Do Alentejo","Myxomatosis ",null,"Leporidae","Virus","Granada hare",1,"Other",0,0,38.498928,-7.8606,0,"2018-10-28T00:00:00.000+00:00","2018-11-07T00:00:00.000+00:00","2025-01-07T00:00:00.000+00:00","2018-10-28T00:00:00.000+00:00","2024-06-30T00:00:00.000+00:00",null,"2018-12-14T00:00:00.000+00:00",0,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,"Necropsy|Diagnostic test","Resolved","Unusual host species"
2743,"Ukraine","UKR","Ternopl'","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,48.8292,25.9306,0,"2018-11-12T00:00:00.000+00:00","2018-11-13T00:00:00.000+00:00","2019-03-20T00:00:00.000+00:00","2019-02-04T00:00:00.000+00:00","2019-03-20T00:00:00.000+00:00","2018-08-10T00:00:00.000+00:00","2019-03-28T00:00:00.000+00:00",21,4,4,20,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,12,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2744,"China (People's Rep. of)","CHN","Sichuan","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,28.33394,105.38175,0,"2018-11-13T00:00:00.000+00:00","2018-11-15T00:00:00.000+00:00","2019-12-27T00:00:00.000+00:00","2019-12-20T00:00:00.000+00:00","2019-12-27T00:00:00.000+00:00",null,"2020-03-16T00:00:00.000+00:00",27936,353,259,27677,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2745,"China (People's Rep. of)","CHN","Shanghai","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,30.812,121.143,0,"2018-11-15T00:00:00.000+00:00","2018-11-17T00:00:00.000+00:00","2019-01-04T00:00:00.000+00:00","2018-11-15T00:00:00.000+00:00","2019-01-04T00:00:00.000+00:00",null,"2019-01-18T00:00:00.000+00:00",314,50,11,303,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2746,"Ukraine","UKR","Zakarpats'Ka","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,48.451,24.0373,0,"2018-11-15T00:00:00.000+00:00","2018-11-16T00:00:00.000+00:00","2019-03-20T00:00:00.000+00:00","2018-12-21T00:00:00.000+00:00","2019-03-20T00:00:00.000+00:00","2018-07-31T00:00:00.000+00:00","2019-03-28T00:00:00.000+00:00",0,4,1,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
2747,"Turkey","TUR","Adana","Bluetongue ","8","Multiple species","Virus","Sheep",0,"Farm",0,0,37.3963,35.796901,0,"2018-09-17T00:00:00.000+00:00","2018-11-19T00:00:00.000+00:00","2018-12-23T00:00:00.000+00:00","2018-09-17T00:00:00.000+00:00","2018-12-23T00:00:00.000+00:00",null,"2018-12-26T00:00:00.000+00:00",214,50,22,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,12,1,"Diagnostic test|Clinical","Resolved","New strain in the country"
2748,"Malawi","MWI","Northern","Foot and mouth disease virus (Inf. with) ","A","Multiple species","Virus","Cattle",0,"Village",0,0,-9.52211,33.13229,0,"2018-10-27T00:00:00.000+00:00","2018-11-14T00:00:00.000+00:00","2019-11-08T00:00:00.000+00:00","2018-11-27T00:00:00.000+00:00","2019-11-08T00:00:00.000+00:00",null,"2019-11-08T00:00:00.000+00:00",2600,102,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,14,1,"Diagnostic test|Clinical","Resolved","New strain in the country"
2749,"China (People's Rep. of)","CHN","Yunnan","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6","Aves","Virus","Birds",0,"Village",1,0,26.64138,101.39805,0,"2018-10-28T00:00:00.000+00:00","2018-11-20T00:00:00.000+00:00","2019-04-21T00:00:00.000+00:00","2019-02-13T00:00:00.000+00:00","2019-04-21T00:00:00.000+00:00","2014-09-15T00:00:00.000+00:00","2022-06-07T08:13:44.497+00:00",76480,11803,10283,66197,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,10,2,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
2750,"Israel","ISR","Hazafon","Peste des petits ruminants virus (Inf. with) ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,32.72505052,35.465538355,0,"2018-11-17T00:00:00.000+00:00","2018-11-20T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2019-01-15T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2017-12-31T00:00:00.000+00:00","2019-05-04T00:00:00.000+00:00",120,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,10,1,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2751,"China (People's Rep. of)","CHN","Jiangsu","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N6","Aves","Virus","Birds",0,"Farm",1,0,32.523,119.799,0,"2018-11-10T00:00:00.000+00:00","2018-11-22T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2018-11-10T00:00:00.000+00:00","2019-01-10T00:00:00.000+00:00","2015-04-28T00:00:00.000+00:00","2022-06-07T08:08:51.853+00:00",31649,1200,320,31329,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,10,2,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
2752,"China (People's Rep. of)","CHN","Beijing","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,40.211,116.587,0,"2018-11-20T00:00:00.000+00:00","2018-11-23T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2018-12-04T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00",null,"2019-11-07T00:00:00.000+00:00",53054,224,129,52925,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2753,"Malawi","MWI","Southern","Anthrax ",null,"Multiple species","Bacterium","Hippopotamus",1,"Natural park",0,0,-14.95306,35.28576,0,"2018-10-10T00:00:00.000+00:00","2018-11-29T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00","2018-10-10T00:00:00.000+00:00","2019-05-08T00:00:00.000+00:00",null,"2019-05-08T00:00:00.000+00:00",2000,48,48,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8,2,"Necropsy|Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2754,"Italy","ITA","Piemonte","Koi herpesvirus (Inf. with)",null,"Diseases of fish","Virus","Common carp",1,"Farm",0,1,44.966118,7.397533,0,"2018-08-30T00:00:00.000+00:00","2018-10-24T00:00:00.000+00:00","2019-04-10T00:00:00.000+00:00","2018-08-30T00:00:00.000+00:00","2019-04-10T00:00:00.000+00:00","2017-12-22T00:00:00.000+00:00","2019-04-10T00:00:00.000+00:00",320,10,10,310,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2755,"Croatia","HRV","Sisacko-Moslavacka","Brucella melitensis (Inf. with) ",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,45.2412966667,15.9254866667,0,"2018-10-03T00:00:00.000+00:00","2018-11-28T00:00:00.000+00:00","2019-03-22T00:00:00.000+00:00","2018-10-03T00:00:00.000+00:00","2019-03-22T00:00:00.000+00:00","2017-06-08T00:00:00.000+00:00","2019-04-26T00:00:00.000+00:00",29,5,0,0,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,6,"Diagnostic test","Resolved","Recurrence"
2756,"China (People's Rep. of)","CHN","Shaanxi","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,38.882,110.509,0,"2018-11-27T00:00:00.000+00:00","2018-12-02T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2018-12-03T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00",null,"2019-02-25T00:00:00.000+00:00",4864,309,162,4702,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2757,"Ukraine","UKR","Zhitomir","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,50.1349,28.3079,0,"2018-12-04T00:00:00.000+00:00","2018-12-04T00:00:00.000+00:00","2019-01-30T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2019-01-30T00:00:00.000+00:00","2018-05-29T00:00:00.000+00:00","2019-03-05T00:00:00.000+00:00",0,4,0,5,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,16,1,"Diagnostic test","Resolved","Recurrence"
2758,"Tunisia","TUN","Sousse","West Nile Fever ",null,"Multiple species","Virus","Equidae",0,"Not applicable",0,0,35.765431,10.624297,0,"2018-11-12T00:00:00.000+00:00","2018-12-05T00:00:00.000+00:00","2019-01-17T00:00:00.000+00:00","2018-11-12T00:00:00.000+00:00","2019-01-17T00:00:00.000+00:00","2015-11-23T00:00:00.000+00:00","2019-01-22T00:00:00.000+00:00",13,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
2759,"Russia","RUS","Primorskiy Kray","Classical swine fever ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,43.9455,132.4568,0,"2018-10-31T00:00:00.000+00:00","2018-11-08T00:00:00.000+00:00","2018-12-07T00:00:00.000+00:00","2018-11-16T00:00:00.000+00:00","2018-11-23T00:00:00.000+00:00","2018-08-16T00:00:00.000+00:00","2018-12-07T00:00:00.000+00:00",0,3,2,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,12,3,"Diagnostic test","Resolved","Recurrence"
2760,"Ukraine","UKR","Lugansk","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,48.998,38.4384,0,"2018-12-05T00:00:00.000+00:00","2018-12-06T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2018-12-05T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2018-04-27T00:00:00.000+00:00","2019-02-11T00:00:00.000+00:00",0,13,13,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
2761,"Iran","IRN","Tehran","Highly pathogenic avian influenza (poultry) ","H5N8","Aves","Virus","Birds",0,"Village",1,0,35.20394,51.71101,0,"2018-11-15T00:00:00.000+00:00","2018-11-18T00:00:00.000+00:00","2019-04-11T00:00:00.000+00:00","2019-04-08T00:00:00.000+00:00","2019-04-11T00:00:00.000+00:00","2017-01-30T00:00:00.000+00:00","2019-07-13T00:00:00.000+00:00",75331,75305,4446,70885,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,12,2,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2762,"United States of America","USA","Pennsylvania","Rabbit haemorrhagic disease ","RHDV","Leporidae","Virus","Rabbits",0,"Farm",0,0,41.161,-79.003,0,"2018-11-17T00:00:00.000+00:00","2018-12-07T00:00:00.000+00:00","2019-04-16T00:00:00.000+00:00","2018-11-17T00:00:00.000+00:00","2019-04-16T00:00:00.000+00:00","2018-10-05T00:00:00.000+00:00","2019-05-15T00:00:00.000+00:00",41,0,40,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,"Diagnostic test","Resolved","Recurrence"
2763,"China (People's Rep. of)","CHN","Qinghai","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,36.949,101.712,0,"2018-12-10T00:00:00.000+00:00","2018-12-12T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00","2018-12-10T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00",null,"2019-02-25T00:00:00.000+00:00",365,14,14,351,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,2,"Diagnostic test|Clinical","Resolved","First occurrence in a zone or a compartment"
2764,"Germany","DEU","Saarland","Bluetongue virus (Inf. with) ","8","Multiple species","Virus","Cattle",0,"Farm",0,0,49.51,6.46,0,"2018-12-08T00:00:00.000+00:00","2018-12-12T00:00:00.000+00:00","2020-02-10T00:00:00.000+00:00","2019-11-07T00:00:00.000+00:00","2019-12-11T00:00:00.000+00:00","2009-11-30T00:00:00.000+00:00","2020-03-10T00:00:00.000+00:00",6294,107,2,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,14,6,"Diagnostic test","Resolved","Recurrence"
2765,"India","IND","Orissa","Highly pathogenic avian influenza (poultry) ","H5N1","Aves","Virus","Birds",0,"Farm",1,0,20.443063,85.401419,0,"2018-12-07T00:00:00.000+00:00","2018-12-12T00:00:00.000+00:00","2019-07-17T00:00:00.000+00:00","2019-03-23T00:00:00.000+00:00","2019-07-17T00:00:00.000+00:00","2018-06-05T00:00:00.000+00:00","2019-07-17T00:00:00.000+00:00",26977,13106,13106,13871,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,12,1,"Diagnostic test","Resolved","Recurrence"
2766,"India","IND","Orissa","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N1","Aves","Virus","House Crow",1,"Not applicable",0,0,19.6275,85.30194444,0,"2018-12-07T00:00:00.000+00:00","2018-12-12T00:00:00.000+00:00","2018-12-14T00:00:00.000+00:00","2018-12-07T00:00:00.000+00:00","2018-12-14T00:00:00.000+00:00","2018-06-05T00:00:00.000+00:00","2018-12-15T00:00:00.000+00:00",0,120,120,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
2767,"Singapore","SGP","Singapore","Caprine arthritis/encephalitis ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,1.4316,103.7099,0,"2018-10-29T00:00:00.000+00:00","2018-11-20T00:00:00.000+00:00","2019-02-15T00:00:00.000+00:00","2018-10-29T00:00:00.000+00:00","2019-02-15T00:00:00.000+00:00","1989-12-31T00:00:00.000+00:00","2019-02-15T00:00:00.000+00:00",420,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,"Diagnostic test","Resolved","Recurrence"
2768,"Romania","ROU","Dimbovita","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Farm",0,0,44.4975,25.2908,0,"2018-12-13T00:00:00.000+00:00","2018-12-14T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2018-12-13T00:00:00.000+00:00","2019-02-01T00:00:00.000+00:00","2018-11-14T00:00:00.000+00:00","2019-02-18T00:00:00.000+00:00",72,72,11,61,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,8,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2769,"Ukraine","UKR","Cherkassy","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Other",0,0,49.0393,31.8282,0,"2018-12-11T00:00:00.000+00:00","2018-12-12T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00","2018-12-11T00:00:00.000+00:00","2019-01-23T00:00:00.000+00:00","2018-10-22T00:00:00.000+00:00","2019-03-15T00:00:00.000+00:00",0,36,36,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,10,1,"Diagnostic test","Resolved","Recurrence"
2770,"China (People's Rep. of)","CHN","Guangdong","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,23.094,114.118,0,"2018-12-17T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2019-02-06T00:00:00.000+00:00","2018-12-23T00:00:00.000+00:00","2019-02-06T00:00:00.000+00:00",null,"2019-02-25T00:00:00.000+00:00",6167,52,31,6136,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,22,4,"Clinical|Diagnostic test","Resolved","First occurrence in a zone or a compartment"
2771,"Algeria","DZA","Tindouf","Peste des petits ruminants virus (Inf. with) ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,26.9606,-6.1112,0,"2018-10-23T00:00:00.000+00:00","2018-10-25T00:00:00.000+00:00","2020-01-27T00:00:00.000+00:00","2019-12-29T00:00:00.000+00:00","2020-01-27T00:00:00.000+00:00","2016-03-20T00:00:00.000+00:00","2020-06-04T00:00:00.000+00:00",2808,472,231,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,"Diagnostic test|Clinical","Resolved","Recurrence"
2772,"Bulgaria","BGR","Burgas","Newcastle disease ",null,"Aves","Virus","Eurasian Collared-Dove",1,"Other",1,0,42.4983,27.4747,0,"2018-12-19T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2018-12-20T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2018-12-20T00:00:00.000+00:00","2017-11-14T00:00:00.000+00:00","2018-12-23T00:00:00.000+00:00",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,1,"Diagnostic test|Clinical","Resolved","Recurrence"
2773,"Tunisia","TUN","Jendouba","Foot and mouth disease virus (Inf. with) ","O","Multiple species","Virus","Cattle",0,"Farm",0,0,36.771645,8.682281,0,"2018-12-15T00:00:00.000+00:00","2018-12-21T00:00:00.000+00:00","2019-03-07T00:00:00.000+00:00","2019-02-07T00:00:00.000+00:00","2019-03-04T00:00:00.000+00:00","2017-05-26T00:00:00.000+00:00","2019-05-03T00:00:00.000+00:00",164,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2,"Clinical|Diagnostic test","Resolved","Recurrence"
2774,"Vietnam","VNM","Long An","Highly pathogenic avian influenza (poultry) ","H5N1","Aves","Virus","Birds",0,"Village",1,0,10.5669,106.5428,0,"2018-12-21T00:00:00.000+00:00","2018-12-21T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2018-12-21T00:00:00.000+00:00","2019-01-21T00:00:00.000+00:00","2017-09-24T00:00:00.000+00:00","2019-01-30T00:00:00.000+00:00",5773,5658,270,5503,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,10,2,"Diagnostic test|Clinical","Resolved","Recurrence"
2775,"India","IND","Bihar","Highly pathogenic avian influenza (poultry) ","H5N1","Aves","Virus","Birds",0,"Backyard",1,0,25.088746,87.095517,0,"2018-11-15T00:00:00.000+00:00","2018-12-19T00:00:00.000+00:00","2019-07-05T00:00:00.000+00:00","2019-01-03T00:00:00.000+00:00","2019-07-05T00:00:00.000+00:00","2018-06-05T00:00:00.000+00:00","2019-07-05T00:00:00.000+00:00",4751,174,174,4577,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,12,1,"Diagnostic test","Resolved","Recurrence"
2776,"India","IND","Jharkhand","Highly pathogenic influenza A viruses (Inf. with)(non-poultry including wild birds)(2017-)","H5N1","Aves","Virus","Indian Pond Heron",1,"Not applicable",0,0,24.1502,86.6397,0,"2018-12-15T00:00:00.000+00:00","2018-12-21T00:00:00.000+00:00","2019-09-03T00:00:00.000+00:00","2019-02-13T00:00:00.000+00:00","2019-09-03T00:00:00.000+00:00","2018-06-05T00:00:00.000+00:00","2019-09-13T00:00:00.000+00:00",0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,1,"Diagnostic test","Resolved","Recurrence"
2777,"Iran","IRN","West Azarbayejan","Highly pathogenic avian influenza (poultry) ","H5N8","Aves","Virus","Birds",0,"Backyard",1,0,37.02722,45.96961,0,"2018-12-24T00:00:00.000+00:00","2018-12-24T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2019-01-26T00:00:00.000+00:00","2019-01-28T00:00:00.000+00:00","2017-01-30T00:00:00.000+00:00","2019-02-05T00:00:00.000+00:00",51572,50772,9004,42568,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,16,2,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2778,"Nigeria","NGA","Kebbi","Equine influenza virus (Inf. with)","H3N8","Equidae","Virus","Equidae",0,"Village",1,0,12.5755,3.9657,0,"2018-12-17T00:00:00.000+00:00","2019-01-05T00:00:00.000+00:00","2019-05-23T00:00:00.000+00:00","2019-01-07T00:00:00.000+00:00","2019-04-10T00:00:00.000+00:00",null,"2023-11-01T09:20:56.896+00:00",555,2994,285,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,12,2,"Diagnostic test","Resolved","First occurrence in the country"
2779,"Dominican (Rep.)","DOM","La Vega","Low pathogenic avian influenza (poultry)(2006-)","H5N2","Aves","Virus","Birds",0,"Farm",1,0,19.134026,-70.6004,0,"2018-11-02T00:00:00.000+00:00","2018-11-29T00:00:00.000+00:00","2020-04-02T00:00:00.000+00:00","2019-07-02T00:00:00.000+00:00","2019-07-03T00:00:00.000+00:00","2018-06-27T00:00:00.000+00:00","2020-07-21T00:00:00.000+00:00",806916,27696,22460,49312,735132,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,24,9,"Diagnostic test","Resolved","Recurrence"
2780,"Latvia","LVA","Durbes","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Wild boar",1,"Forest",0,0,56.5889,21.6083,0,"2019-01-02T00:00:00.000+00:00","2019-01-02T00:00:00.000+00:00","2019-12-30T00:00:00.000+00:00","2019-12-30T00:00:00.000+00:00","2019-12-30T00:00:00.000+00:00","2018-12-30T00:00:00.000+00:00","2020-01-02T00:00:00.000+00:00",0,430,37,393,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,14,2,"Necropsy|Diagnostic test|Clinical","Resolved","Recurrence"
2781,"Morocco","MAR","Souss-Massa","Foot and mouth disease virus (Inf. with) ","O","Multiple species","Virus","Cattle",0,"Farm",0,0,30.038972,-9.492306,0,"2019-01-01T00:00:00.000+00:00","2019-01-07T00:00:00.000+00:00","2019-07-28T00:00:00.000+00:00","2019-07-19T00:00:00.000+00:00","2019-07-25T00:00:00.000+00:00","2015-11-13T00:00:00.000+00:00","2019-11-15T00:00:00.000+00:00",450,99,4,429,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,18,14,"Diagnostic test|Clinical","Resolved","Recurrence"
